id,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,pool_qc,fence,misc_feature,sale_type,saleprice
407,RM,21.0,1680,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,1972,2007,Gable,CompShg,HdBoard,HdBoard,BrkFace,510.0,TA,TA,CBlock,TA,TA,No,ALQ,162.0,Unf,483.0,GasA,Gd,Y,SBrkr,483,987,0.0,1,1,Gd,5,Typ,0,No Fireplace,Detchd,Unf,1.0,264.0,TA,TA,Y,250,0,No Pool,No Fence,No Misc Feature,WD ,118000
2300,RL,69.0,7599,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,1982,2006,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,565.0,Unf,845.0,GasA,TA,Y,SBrkr,845,845,1.0,1,0,TA,4,Typ,0,No Fireplace,Detchd,Unf,2.0,360.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,129500
731,RL,55.0,7264,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,952.0,GasW,Gd,N,SBrkr,952,1548,0.0,2,1,Ex,5,Typ,0,No Fireplace,Detchd,Unf,2.0,672.0,TA,TA,Y,74,0,No Pool,No Fence,No Misc Feature,WD ,205000
1688,RL,91.0,11825,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2007,Gable,CompShg,CemntBd,CmentBd,Stone,302.0,Gd,TA,PConc,Ex,TA,Mn,Unf,0.0,Unf,1694.0,GasA,Ex,Y,SBrkr,1694,1694,0.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,856.0,TA,TA,Y,0,112,No Pool,No Fence,No Misc Feature,New,322400
880,RL,85.0,10200,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,180.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1478.0,Unf,1578.0,GasA,Ex,Y,SBrkr,1602,1602,1.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,3.0,810.0,TA,TA,Y,0,48,No Pool,No Fence,No Misc Feature,WD ,293200
1074,RL,63.0,8849,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,616.0,Ex,TA,PConc,Ex,TA,No,GLQ,28.0,Unf,1684.0,GasA,Ex,Y,SBrkr,1684,1684,0.0,2,0,Ex,6,Typ,1,Ex,Attchd,RFn,2.0,564.0,TA,TA,Y,495,72,No Pool,No Fence,No Misc Feature,WD ,266000
771,RL,70.0,11184,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,TA,TA,CBlock,TA,TA,No,LwQ,226.0,Rec,918.0,GasA,Gd,Y,SBrkr,918,1683,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,243,0,No Pool,No Fence,No Misc Feature,WD ,172500
724,RM,98.0,8820,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,1890,1996,Hip,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,1088.0,Unf,1088.0,GasA,TA,Y,SBrkr,1188,1869,0.0,1,0,TA,7,Typ,0,No Fireplace,Detchd,Unf,2.0,456.0,TA,TA,Y,48,0,No Pool,MnWw,No Misc Feature,WD ,124900
730,RL,60.0,6615,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,1923,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,1022.0,GasA,TA,N,FuseA,1432,1432,0.0,1,0,Gd,6,Typ,1,Gd,BuiltIn,Unf,1.0,216.0,Fa,TA,Y,266,61,No Pool,GdWo,No Misc Feature,WD ,149000
273,RL,65.0,8773,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24.0,Unf,1414.0,GasA,Ex,Y,SBrkr,1414,1414,0.0,2,0,Gd,6,Typ,0,No Fireplace,Attchd,RFn,2.0,494.0,TA,TA,Y,132,105,No Pool,No Fence,No Misc Feature,WD ,185500
2793,RL,75.0,11088,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,2002,2002,Hip,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,872.0,Unf,1348.0,GasA,Ex,Y,SBrkr,1358,1358,1.0,1,1,Gd,5,Typ,1,TA,Attchd,Unf,2.0,418.0,TA,TA,Y,68,166,No Pool,No Fence,No Misc Feature,WD ,220000
1789,RL,76.0,9158,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,2007,2007,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,1496.0,GasA,Ex,Y,SBrkr,1496,1496,0.0,2,0,Gd,7,Typ,0,No Fireplace,Attchd,Fin,2.0,474.0,TA,TA,Y,168,130,No Pool,No Fence,No Misc Feature,New,225000
1900,RL,57.0,8280,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,932.0,GasA,Ex,Y,FuseA,932,932,0.0,1,0,Gd,4,Typ,1,Gd,Attchd,Unf,1.0,306.0,TA,TA,Y,0,0,No Pool,GdPrv,No Misc Feature,WD ,124000
677,RL,60.0,8544,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,1950,1950,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,Wall,Fa,N,FuseA,1040,1040,0.0,2,0,TA,6,Typ,0,No Fireplace,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,92900
747,RM,50.0,8635,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,1925,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,BrkTil,TA,TA,No,LwQ,134.0,Unf,1072.0,GasA,TA,Y,SBrkr,1072,1072,1.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,5.0,1184.0,Fa,TA,P,0,0,No Pool,No Fence,No Misc Feature,WD ,126500
1038,RL,75.0,12735,Pave,No Alley,IR1,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1972,1972,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,600.0,Unf,864.0,GasA,TA,Y,SBrkr,864,864,0.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,2.0,576.0,TA,TA,Y,216,0,No Pool,MnWw,No Misc Feature,COD,111250
1763,RL,75.0,11000,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,969.0,GasA,Ex,Y,SBrkr,997,2285,0.0,2,1,Gd,8,Typ,1,TA,BuiltIn,Fin,3.0,648.0,TA,TA,Y,0,56,No Pool,No Fence,No Misc Feature,WD ,248000
1283,RL,69.0,7590,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1117.0,GasA,Ex,Y,SBrkr,1117,1117,0.0,1,0,TA,6,Typ,0,No Fireplace,Attchd,Unf,1.0,264.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,COD,136870
2803,RM,37.0,4435,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,717.0,Unf,848.0,GasA,Ex,Y,SBrkr,848,848,1.0,1,0,Gd,4,Typ,0,No Fireplace,Attchd,Fin,2.0,420.0,TA,TA,Y,140,0,No Pool,No Fence,No Misc Feature,WD ,133000
1927,RL,72.0,10152,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,BrkFace,120.0,TA,TA,CBlock,TA,TA,No,BLQ,586.0,Unf,1048.0,GasA,TA,Y,SBrkr,1048,1048,1.0,1,0,TA,6,Typ,0,No Fireplace,Attchd,Unf,1.0,286.0,TA,TA,Y,0,20,No Pool,No Fence,No Misc Feature,WD ,135000
1036,RL,68.0,10295,Pave,No Alley,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,72.0,TA,TA,CBlock,Gd,TA,Mn,Rec,252.0,Unf,936.0,GasA,TA,Y,SBrkr,936,936,0.0,1,0,TA,4,Typ,0,No Fireplace,Attchd,Unf,1.0,288.0,TA,TA,Y,16,0,No Pool,No Fence,No Misc Feature,COD,111900
1237,RL,70.0,7763,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,504.0,BLQ,931.0,GasA,TA,Y,SBrkr,1283,1283,1.0,1,0,TA,6,Typ,0,No Fireplace,Detchd,Unf,2.0,506.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,140000
1375,RL,80.0,17120,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,GasA,TA,Y,SBrkr,1120,1588,0.0,2,0,TA,7,Min2,1,Gd,Detchd,Fin,2.0,680.0,TA,TA,N,0,59,No Pool,No Fence,No Misc Feature,WD ,134432
1643,RL,81.0,13870,Pave,No Alley,IR1,HLS,AllPub,Inside,Gtl,StoneBr,PosA,PosA,1Fam,1Story,10,2006,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,250.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1152.0,Unf,1742.0,GasA,Ex,Y,SBrkr,2042,2042,1.0,2,0,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,724.0,TA,TA,Y,240,52,No Pool,No Fence,No Misc Feature,New,455000
2453,RL,92.0,10120,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,Gd,TA,PConc,Gd,TA,No,GLQ,740.0,Unf,1165.0,GasA,Ex,Y,SBrkr,1203,2526,1.0,2,1,Gd,8,Typ,1,TA,Attchd,RFn,3.0,844.0,TA,TA,Y,309,78,No Pool,No Fence,No Misc Feature,WD ,290000
2129,RL,47.0,10820,Pave,No Alley,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,342.0,Unf,988.0,GasA,Ex,Y,SBrkr,988,1873,0.0,2,1,Gd,7,Typ,1,TA,Attchd,RFn,2.0,597.0,TA,TA,Y,202,123,No Pool,No Fence,No Misc Feature,WD ,235500
2640,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,1900,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,381.0,Unf,780.0,GasA,Ex,Y,SBrkr,940,1416,0.0,1,0,Gd,7,Typ,0,No Fireplace,Detchd,Unf,2.0,400.0,TA,TA,Y,0,24,No Pool,No Fence,No Misc Feature,WD ,156500
2437,RL,75.0,8121,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,953.0,GasA,Ex,Y,SBrkr,953,1664,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,460.0,TA,TA,Y,100,40,No Pool,No Fence,No Misc Feature,WD ,172400
2398,RL,121.0,13758,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,430.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1232.0,Unf,1792.0,GasA,Ex,Y,SBrkr,1792,1792,1.0,2,0,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,925.0,TA,TA,Y,204,49,No Pool,No Fence,No Misc Feature,New,372397
1420,RL,75.0,9771,Pave,No Alley,IR3,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,1077.0,GasA,Ex,Y,SBrkr,1093,2814,0.0,2,1,Gd,9,Typ,1,TA,BuiltIn,Fin,2.0,614.0,TA,TA,Y,48,32,No Pool,GdPrv,No Misc Feature,WD ,260000
2693,RM,50.0,9000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1919,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,610.0,GasA,Ex,N,FuseA,819,819,0.0,1,0,Gd,4,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,N,0,0,No Pool,No Fence,No Misc Feature,WD ,72000
1370,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,536.0,GasA,Ex,N,FuseF,808,1344,0.0,2,0,TA,8,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,N,42,0,No Pool,No Fence,No Misc Feature,WD ,82375
392,RL,78.0,10448,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,689.0,GasA,TA,Y,SBrkr,1378,2119,0.0,2,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,583.0,TA,TA,Y,0,104,No Pool,GdPrv,No Misc Feature,COD,158000
1351,RM,50.0,8635,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,336.0,GLQ,672.0,GasA,TA,Y,SBrkr,1072,1285,1.0,1,0,TA,6,Min1,0,No Fireplace,Detchd,Unf,1.0,240.0,TA,TA,Y,0,0,No Pool,MnPrv,No Misc Feature,WD ,127000
246,RL,83.0,11980,Pave,No Alley,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1Story,7,1987,1987,Gable,CompShg,Plywood,Plywood,BrkFace,177.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1433.0,Unf,1433.0,GasA,Ex,Y,SBrkr,1433,1433,1.0,1,1,Gd,4,Typ,2,TA,Attchd,RFn,2.0,528.0,Gd,Gd,Y,0,278,No Pool,MnPrv,No Misc Feature,WD ,270000
802,RL,79.0,12327,Pave,No Alley,IR1,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,1.5Fin,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1441.0,Unf,1496.0,GasA,Ex,Y,SBrkr,1496,2132,1.0,1,1,Gd,5,Min2,1,Gd,BuiltIn,Fin,2.0,612.0,Gd,TA,Y,349,40,No Pool,No Fence,No Misc Feature,WD ,316600
1404,RL,124.0,11512,Pave,No Alley,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,TA,Av,ALQ,719.0,Unf,1019.0,GasA,Gd,Y,SBrkr,1357,1357,1.0,1,0,Ex,5,Typ,1,Gd,Basment,RFn,1.0,312.0,TA,TA,Y,0,0,No Pool,GdPrv,No Misc Feature,WD ,177000
803,RL,90.0,14684,Pave,No Alley,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,485.0,BLQ,2158.0,GasA,Gd,Y,SBrkr,2196,2196,0.0,2,0,Gd,7,Typ,1,TA,Attchd,RFn,3.0,701.0,TA,TA,Y,84,70,No Pool,No Fence,No Misc Feature,WD ,271900
1595,RM,24.0,2665,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,264.0,GasA,TA,Y,SBrkr,616,1304,0.0,1,1,TA,4,Typ,1,Gd,BuiltIn,Fin,1.0,336.0,TA,TA,Y,141,24,No Pool,No Fence,No Misc Feature,WD ,115000
1319,RM,50.0,5250,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1872,1987,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,TA,Fa,No,LwQ,259.0,Unf,684.0,OthW,Fa,N,SBrkr,938,2358,0.0,2,0,TA,8,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,Y,0,54,No Pool,No Fence,No Misc Feature,WD ,122000
2231,RL,70.0,18044,Pave,No Alley,IR1,HLS,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,1986,1986,Gable,CompShg,WdShing,Plywood,None,0.0,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,279.0,GasA,Gd,Y,SBrkr,2726,2726,0.0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,691.0,Gd,Gd,Y,216,64,Ex,No Fence,No Misc Feature,WD ,315000
2162,RL,79.0,9245,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,939.0,GasA,Ex,Y,SBrkr,939,1797,0.0,2,1,Gd,8,Typ,0,No Fireplace,Attchd,RFn,2.0,639.0,TA,TA,Y,144,53,No Pool,No Fence,No Misc Feature,WD ,213500
2622,RL,60.0,7200,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1950,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,No Basement,No Basement,No Basement,No Basement,0.0,No Basement,0.0,GasA,TA,Y,FuseF,1040,1040,0.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,2.0,625.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,109500
1300,RM,50.0,6000,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,104.0,BLQ,789.0,GasA,Ex,Y,SBrkr,789,789,0.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,1.0,250.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,115000
2505,FV,34.0,3628,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1143.0,GasA,Ex,Y,SBrkr,1143,1143,0.0,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,588.0,TA,TA,Y,0,191,No Pool,No Fence,No Misc Feature,WD ,176400
582,RL,75.0,9156,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1489.0,GasA,Gd,Y,SBrkr,1489,1489,0.0,2,0,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,185750
1458,RL,73.0,9066,Pave,No Alley,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,320.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,668.0,Unf,1004.0,GasA,Ex,Y,SBrkr,1004,1852,0.0,2,1,Gd,7,Typ,2,TA,Attchd,Fin,3.0,660.0,TA,TA,Y,224,106,No Pool,GdPrv,No Misc Feature,WD ,230000
281,RL,64.0,6410,Pave,No Alley,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1958,1958,Hip,CompShg,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,960.0,GasA,Ex,Y,SBrkr,960,960,0.0,1,0,TA,5,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,Y,0,0,No Pool,MnPrv,No Misc Feature,WD ,90000
1499,RL,313.0,63887,Pave,No Alley,IR3,Bnk,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,2Story,10,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,5644.0,Unf,6110.0,GasA,Ex,Y,SBrkr,4692,5642,2.0,2,1,Ex,12,Typ,3,Gd,Attchd,Fin,2.0,1418.0,TA,TA,Y,214,292,Gd,No Fence,No Misc Feature,New,160000
2298,RL,54.0,7244,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,ALQ,619.0,Unf,768.0,GasA,Ex,Y,SBrkr,768,768,1.0,1,0,TA,5,Typ,0,No Fireplace,Detchd,Unf,2.0,624.0,TA,TA,Y,104,0,No Pool,No Fence,No Misc Feature,WD ,129500
2580,RL,72.0,10152,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1956,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,914.0,Unf,1124.0,GasA,Ex,Y,SBrkr,1124,1124,1.0,1,0,TA,6,Typ,1,TA,Attchd,Fin,1.0,353.0,TA,TA,Y,0,211,No Pool,No Fence,No Misc Feature,WD ,153000
568,FV,30.0,3000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,Gd,TA,PConc,Gd,TA,Av,GLQ,294.0,Unf,612.0,GasA,Ex,Y,SBrkr,612,1224,0.0,2,1,Gd,4,Typ,0,No Fireplace,Detchd,RFn,2.0,528.0,TA,TA,Y,0,234,No Pool,No Fence,No Misc Feature,New,173733
1807,RL,63.0,7500,Pave,No Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1100.0,GasA,Ex,Y,SBrkr,1100,1100,0.0,1,1,TA,6,Typ,0,No Fireplace,No Garage,No Garage,0.0,0.0,No Garage,No Garage,Y,0,136,No Pool,No Fence,No Misc Feature,New,146000
129,RL,120.0,17360,Pave,No Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340.0,TA,Gd,CBlock,TA,TA,No,Rec,300.0,Unf,782.0,GasA,TA,Y,SBrkr,1019,1556,0.0,2,0,TA,6,Typ,1,Gd,Attchd,Unf,2.0,470.0,TA,TA,Y,0,0,No Pool,No Fence,No Misc Feature,WD ,172500
2294,RL,78.0,15957,Pave,No Alley,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,1Fam,SLvl,6,1977,1977,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,1148.0,Unf,1244.0,GasA,TA,Y,SBrkr,1356,1356,2.0,2,0,TA,6,Typ,1,TA,Attchd,Fin,2.0,528.0,TA,TA,Y,1424,0,No Pool,MnPrv,No Misc Feature,WD ,188000
